X,Y,track_fid,track_seg_id,track_seg_point_id,ele,time,magvar,geoidheight,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid,ns3_TrackPointExtension
20.9031434264034,52.2599713504314,0,0,0,109,2020/04/02 21:35:09+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>27.0</ns3:atemp>            <ns3:hr>90</ns3:hr>            <ns3:cad>52</ns3:cad>          
20.9031716734171,52.2599868569523,0,0,1,108.800003051758,2020/04/02 21:35:10+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>27.0</ns3:atemp>            <ns3:hr>90</ns3:hr>            <ns3:cad>52</ns3:cad>          
20.9033010900021,52.2600648086518,0,0,2,108.400001525879,2020/04/02 21:35:14+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>27.0</ns3:atemp>            <ns3:hr>94</ns3:hr>            <ns3:cad>77</ns3:cad>          
20.9033304266632,52.2600866016001,0,0,3,109.599998474121,2020/04/02 21:35:15+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>27.0</ns3:atemp>            <ns3:hr>94</ns3:hr>            <ns3:cad>77</ns3:cad>          
20.9034265670925,52.2601541597396,0,0,4,109.400001525879,2020/04/02 21:35:18+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>27.0</ns3:atemp>            <ns3:hr>97</ns3:hr>            <ns3:cad>75</ns3:cad>          
20.9034925326705,52.2601953987032,0,0,5,109.599998474121,2020/04/02 21:35:20+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>27.0</ns3:atemp>            <ns3:hr>100</ns3:hr>            <ns3:cad>74</ns3:cad>          
20.9035222884268,52.2602150961757,0,0,6,109.599998474121,2020/04/02 21:35:21+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>27.0</ns3:atemp>            <ns3:hr>105</ns3:hr>            <ns3:cad>74</ns3:cad>          
20.9035507868975,52.2602360509336,0,0,7,109.400001525879,2020/04/02 21:35:22+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>27.0</ns3:atemp>            <ns3:hr>108</ns3:hr>            <ns3:cad>75</ns3:cad>          
20.9035817999393,52.2602589335293,0,0,8,109.400001525879,2020/04/02 21:35:23+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>27.0</ns3:atemp>            <ns3:hr>111</ns3:hr>            <ns3:cad>76</ns3:cad>          
20.9036110527813,52.2602816484869,0,0,9,109.400001525879,2020/04/02 21:35:24+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>27.0</ns3:atemp>            <ns3:hr>114</ns3:hr>            <ns3:cad>76</ns3:cad>          
20.9036724083126,52.2603239770979,0,0,10,109.199996948242,2020/04/02 21:35:26+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>27.0</ns3:atemp>            <ns3:hr>117</ns3:hr>            <ns3:cad>76</ns3:cad>          
20.9037321712822,52.2603636234999,0,0,11,109.400001525879,2020/04/02 21:35:28+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>27.0</ns3:atemp>            <ns3:hr>121</ns3:hr>            <ns3:cad>76</ns3:cad>          
20.9038218576461,52.2604306787252,0,0,12,109,2020/04/02 21:35:31+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>27.0</ns3:atemp>            <ns3:hr>125</ns3:hr>            <ns3:cad>76</ns3:cad>          
20.9038870688528,52.2604707442224,0,0,13,109.400001525879,2020/04/02 21:35:33+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>27.0</ns3:atemp>            <ns3:hr>129</ns3:hr>            <ns3:cad>75</ns3:cad>          
20.9039547946304,52.2605107259005,0,0,14,109.199996948242,2020/04/02 21:35:35+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>27.0</ns3:atemp>            <ns3:hr>132</ns3:hr>            <ns3:cad>75</ns3:cad>          
20.9039862267673,52.2605349496007,0,0,15,109.400001525879,2020/04/02 21:35:36+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>27.0</ns3:atemp>            <ns3:hr>131</ns3:hr>            <ns3:cad>75</ns3:cad>          
20.904183704406,52.2606667969376,0,0,16,109.400001525879,2020/04/02 21:35:42+00,,,,,,,,,,,,,,,,,,,,,,            <ns3:atemp>27.0</ns3:atemp>            <ns3:hr>133</ns3:hr>            <ns3:cad>74</ns3:cad>          
